Ime,Državljanstvo,Pozicija,Klub,Cena,Leto
Neymar,Brazil,FW,Santos,57.1,2013
Sergi Roberto,Spain,MF,Barcelona B,0.0,2013
Oier Olazábal,Spain,GK,Barcelona B,0.0,2013
Rafinha,Brazil,CM,Barcelona B,0.0,2013
Gerard Deulofeu,Spain,FW,Barcelona B,0.0,2013
Bojan,Spain,FW,Roma,13.0,2013
